Code,Name,Median_2001,Median_2011
E01001782,Hackney 026C,25500.00,39080.00
E01001783,Hackney 026D,19640.00,30210.00
E01001784,Hackney 027E,21240.00,33310.00
E01001785,Hackney 015B,23580.00,36320.00
E01001786,Hackney 013A,21410.00,29600.00
E01001787,Hackney 013B,19530.00,27960.00
E01001788,Hackney 013C,19780.00,27970.00
E01001789,Hackney 015C,25260.00,38630.00
E01001790,Hackney 013D,20250.00,28740.00
E01001791,Hackney 015D,23320.00,35270.00
E01001792,Hackney 011A,25850.00,37600.00
E01001793,Hackney 011B,27200.00,38760.00
E01001794,Hackney 011C,26760.00,40090.00
E01001795,Hackney 011D,26970.00,38900.00
E01001796,Hackney 011E,26520.00,37650.00
E01001798,Hackney 028A,21520.00,30620.00
E01001799,Hackney 003A,26220.00,40210.00
E01001800,Hackney 004C,21130.00,34120.00
E01001801,Hackney 008B,25670.00,37970.00
E01001802,Hackney 003B,25360.00,36390.00
E01001803,Hackney 008C,29460.00,43030.00
E01001804,Hackney 003C,24220.00,38980.00
E01001805,Hackney 009B,28030.00,44460.00
E01001806,Hackney 008D,26630.00,39720.00
E01001807,Hackney 003D,25450.00,37230.00
E01001808,Hackney 001A,24380.00,39080.00
E01001809,Hackney 001B,24190.00,37890.00
E01001811,Hackney 002D,20080.00,29650.00
E01001812,Hackney 003E,24000.00,36700.00
E01001813,Hackney 002E,19600.00,29300.00
E01001814,Hackney 001C,24500.00,38080.00
E01001815,Hackney 024D,21210.00,32380.00
E01001816,Hackney 020D,25730.00,41360.00
E01001819,Hackney 020E,25230.00,41970.00
E01001820,Hackney 024E,20480.00,32660.00
E01001821,Hackney 024F,18820.00,31390.00
E01001822,Hackney 029C,22710.00,31120.00
E01001823,Hackney 001D,24390.00,36670.00
E01001824,Hackney 004D,21400.00,33200.00
E01001825,Hackney 001E,24640.00,39430.00
E01001826,Hackney 004E,22510.00,34150.00
E01001827,Hackney 029D,21160.00,31810.00
E01001828,Hackney 028B,22070.00,32470.00
E01001829,Hackney 009C,32100.00,50050.00
E01001830,Hackney 014C,24320.00,35850.00
E01001831,Hackney 009D,27370.00,42720.00
E01001832,Hackney 009E,28590.00,42800.00
E01001833,Hackney 014D,25500.00,38500.00
E01001834,Hackney 014E,27010.00,39700.00
E01001835,Hackney 014F,29760.00,42780.00
E01001836,Hackney 022A,25340.00,37610.00
E01001837,Hackney 023B,29270.00,43260.00
E01001838,Hackney 019E,19180.00,28840.00
E01001839,Hackney 023C,23910.00,38920.00
E01001840,Hackney 022B,22500.00,33840.00
E01001841,Hackney 022C,25660.00,38830.00
E01001842,Hackney 023D,24140.00,35950.00
E01001843,Hackney 023E,25570.00,41370.00
E01001844,Hackney 022D,26750.00,39690.00
E01001845,Hackney 022E,20310.00,31440.00
E01001846,Hackney 018A,19540.00,31430.00
E01001847,Hackney 018B,23040.00,31520.00
E01001848,Hackney 018C,23640.00,34770.00
E01001849,Hackney 018D,23370.00,33330.00
E01001850,Hackney 019F,19740.00,28230.00
E01033698,Hackney 021F,23110.00,32640.00
E01033699,Hackney 021G,25080.00,38420.00
E01033700,Hackney 021H,21210.00,39460.00
E01033701,Hackney 002F,19770.00,29450.00
E01033702,Hackney 028C,25910.00,33120.00
E01033703,Hackney 010F,23800.00,33560.00
E01033704,Hackney 023F,25370.00,41440.00
E01033705,Hackney 028D,21150.00,33380.00
E01033706,Hackney 027F,27100.00,42410.00
E01033707,Hackney 021I,22400.00,36060.00
E01033708,Hackney 027G,31490.00,45030.00
E01033709,Hackney 027H,23090.00,36740.00
E01033710,Hackney 028E,24750.00,33850.00
E01033711,Hackney 027I,27130.00,40000.00
E01033712,Hackney 023G,24270.00,37160.00
E01033713,Hackney 010G,26260.00,35690.00
E01001851,Hammersmith and Fulham 010A,32610.00,53680.00
E01001852,Hammersmith and Fulham 007A,29290.00,42030.00
E01001853,Hammersmith and Fulham 007B,29830.00,43700.00
E01001854,Hammersmith and Fulham 007C,28230.00,40140.00
E01001855,Hammersmith and Fulham 010B,30100.00,44990.00
E01001856,Hammersmith and Fulham 010C,29760.00,45950.00
E01001857,Hammersmith and Fulham 007D,23040.00,34490.00
E01001858,Hammersmith and Fulham 006A,26660.00,36170.00
E01001859,Hammersmith and Fulham 008A,29120.00,38580.00
E01001860,Hammersmith and Fulham 006B,23900.00,33410.00
E01001861,Hammersmith and Fulham 006C,25370.00,36350.00
E01001862,Hammersmith and Fulham 005A,25890.00,35600.00
E01001863,Hammersmith and Fulham 006D,28920.00,41060.00
E01001864,Hammersmith and Fulham 006E,28260.00,39270.00
E01001865,Hammersmith and Fulham 008B,29980.00,42900.00
E01001866,Hammersmith and Fulham 012A,31000.00,43870.00
E01001867,Hammersmith and Fulham 012B,28730.00,40600.00
E01001868,Hammersmith and Fulham 012C,23790.00,33770.00
E01001869,Hammersmith and Fulham 010D,33410.00,55890.00
E01001870,Hammersmith and Fulham 012D,29610.00,40350.00
E01001871,Hammersmith and Fulham 012E,30990.00,42980.00
E01001872,Hammersmith and Fulham 012F,30250.00,42200.00
E01001873,Hammersmith and Fulham 010E,28370.00,41820.00
E01001874,Hammersmith and Fulham 001A,22220.00,32340.00
E01001875,Hammersmith and Fulham 001B,21040.00,29670.00
E01001876,Hammersmith and Fulham 001C,21160.00,30710.00
E01001877,Hammersmith and Fulham 001D,20510.00,31190.00
E01001878,Hammersmith and Fulham 001E,19870.00,30130.00
E01001879,Hammersmith and Fulham 019A,29780.00,40330.00
E01001880,Hammersmith and Fulham 017A,28700.00,40470.00
E01001881,Hammersmith and Fulham 017B,31550.00,45530.00
E01001882,Hammersmith and Fulham 017C,31060.00,45020.00
E01001883,Hammersmith and Fulham 017D,27260.00,39810.00
E01001884,Hammersmith and Fulham 017E,27230.00,39540.00
E01001885,Hammersmith and Fulham 015A,21760.00,28870.00
E01001886,Hammersmith and Fulham 016A,26360.00,37610.00
E01001887,Hammersmith and Fulham 016B,26860.00,36240.00
E01001888,Hammersmith and Fulham 018A,32860.00,45160.00
E01001889,Hammersmith and Fulham 014A,32550.00,45610.00
E01001890,Hammersmith and Fulham 016C,29940.00,38660.00
E01001891,Hammersmith and Fulham 018B,31800.00,42810.00
E01001892,Hammersmith and Fulham 016D,25520.00,36580.00
E01001893,Hammersmith and Fulham 013A,25000.00,33740.00
E01001894,Hammersmith and Fulham 013B,25980.00,35500.00
E01001895,Hammersmith and Fulham 009A,29260.00,43480.00
E01001896,Hammersmith and Fulham 009B,28060.00,40480.00
E01001897,Hammersmith and Fulham 009C,32380.00,49920.00
E01001898,Hammersmith and Fulham 013C,27810.00,40230.00
E01001899,Hammersmith and Fulham 013D,23720.00,32210.00
E01001900,Hammersmith and Fulham 013E,26430.00,36190.00
E01001901,Hammersmith and Fulham 019B,36530.00,50640.00
E01001902,Hammersmith and Fulham 019C,31080.00,43150.00
E01001903,Hammersmith and Fulham 019D,28220.00,40580.00
E01001904,Hammersmith and Fulham 022A,34470.00,48630.00
E01001905,Hammersmith and Fulham 022B,33510.00,50410.00
E01001906,Hammersmith and Fulham 022C,33850.00,49290.00
E01001907,Hammersmith and Fulham 022D,32960.00,51790.00
E01001908,Hammersmith and Fulham 015B,29040.00,37890.00
E01001909,Hammersmith and Fulham 015C,28440.00,37070.00
E01001910,Hammersmith and Fulham 014B,27790.00,41600.00
E01001911,Hammersmith and Fulham 015D,24240.00,31830.00
E01001912,Hammersmith and Fulham 015E,24140.00,30920.00
E01001913,Hammersmith and Fulham 014C,30980.00,47230.00
E01001914,Hammersmith and Fulham 014D,28120.00,40670.00
E01001915,Hammersmith and Fulham 024A,35360.00,52570.00
E01001916,Hammersmith and Fulham 024B,36470.00,54560.00
E01001917,Hammersmith and Fulham 018C,32410.00,45970.00
E01001918,Hammersmith and Fulham 018D,33810.00,48050.00
E01001919,Hammersmith and Fulham 018E,35970.00,52150.00
E01001920,Hammersmith and Fulham 020A,29740.00,40460.00
E01001921,Hammersmith and Fulham 020B,35090.00,48930.00
E01001922,Hammersmith and Fulham 020C,37370.00,55870.00
E01001923,Hammersmith and Fulham 020D,34510.00,48850.00
E01001924,Hammersmith and Fulham 020E,35460.00,55940.00
E01001925,Hammersmith and Fulham 025A,40480.00,60520.00
E01001926,Hammersmith and Fulham 024C,37410.00,56580.00
E01001927,Hammersmith and Fulham 008C,37210.00,53950.00
E01001928,Hammersmith and Fulham 011A,32270.00,44760.00
E01001929,Hammersmith and Fulham 009D,33020.00,50450.00
E01001930,Hammersmith and Fulham 008D,31630.00,41430.00
E01001931,Hammersmith and Fulham 011B,29000.00,38150.00
E01001932,Hammersmith and Fulham 011C,30430.00,40740.00
E01001933,Hammersmith and Fulham 011D,32560.00,43330.00
E01001934,Hammersmith and Fulham 025B,26090.00,40270.00
E01001935,Hammersmith and Fulham 023A,29110.00,42310.00
E01001937,Hammersmith and Fulham 025C,32480.00,48140.00
E01001938,Hammersmith and Fulham 025D,27000.00,38970.00
E01001939,Hammersmith and Fulham 023C,31350.00,40570.00
E01001940,Hammersmith and Fulham 005B,24730.00,34760.00
E01001941,Hammersmith and Fulham 005C,26430.00,37390.00
E01001942,Hammersmith and Fulham 005D,26210.00,38020.00
E01001943,Hammersmith and Fulham 004A,26480.00,37170.00
E01001944,Hammersmith and Fulham 004B,21490.00,29600.00
E01001945,Hammersmith and Fulham 004C,27880.00,38120.00
E01001946,Hammersmith and Fulham 004D,26360.00,37090.00
E01001947,Hammersmith and Fulham 021A,25160.00,33810.00
E01001948,Hammersmith and Fulham 021B,35110.00,47310.00
E01001949,Hammersmith and Fulham 021C,34030.00,51320.00
E01001950,Hammersmith and Fulham 021D,35160.00,51860.00
E01001951,Hammersmith and Fulham 021E,32040.00,45840.00
E01001952,Hammersmith and Fulham 024D,31370.00,45860.00
E01001953,Hammersmith and Fulham 021F,29600.00,41960.00
E01001954,Hammersmith and Fulham 003A,25460.00,36520.00
E01001955,Hammersmith and Fulham 002A,21210.00,28320.00
E01001956,Hammersmith and Fulham 003B,25760.00,37180.00
E01001957,Hammersmith and Fulham 002B,18760.00,25840.00
E01001958,Hammersmith and Fulham 002C,19960.00,25500.00
E01001959,Hammersmith and Fulham 003C,22670.00,32700.00
E01001960,Hammersmith and Fulham 003D,26430.00,38770.00
E01001961,Hammersmith and Fulham 002D,18860.00,26030.00
E01032788,Hammersmith and Fulham 023D,28080.00,39380.00
E01032789,Hammersmith and Fulham 023E,49110.00,34860.00
E01032790,Hammersmith and Fulham 023F,32530.00,44010.00
E01001962,Haringey 004A,30290.00,44020.00
E01001963,Haringey 009A,35890.00,51690.00
E01001964,Haringey 009B,33350.00,47140.00
E01001965,Haringey 009C,34000.00,50670.00
E01001966,Haringey 009D,37700.00,53390.00
E01001967,Haringey 014A,37710.00,54330.00
E01001968,Haringey 014B,33930.00,47640.00
E01001969,Haringey 001A,24620.00,33960.00
E01001970,Haringey 004B,23440.00,32730.00
E01001971,Haringey 001B,21560.00,30170.00
E01001972,Haringey 004C,24990.00,35260.00
E01001973,Haringey 004D,27770.00,37410.00
E01001974,Haringey 001C,26180.00,35850.00
E01001975,Haringey 001D,24430.00,35150.00
E01001976,Haringey 011A,21660.00,29980.00
E01001977,Haringey 011B,20600.00,28930.00
E01001978,Haringey 011C,20220.00,28880.00
E01001979,Haringey 011D,20920.00,28060.00
E01001980,Haringey 018A,22280.00,32260.00
E01001981,Haringey 018B,21550.00,31950.00
E01001982,Haringey 018C,23220.00,32470.00
E01001983,Haringey 018D,23530.00,34620.00
E01001984,Haringey 033A,32400.00,47900.00
E01001985,Haringey 033B,35650.00,52060.00
E01001986,Haringey 034A,34110.00,49090.00
E01001987,Haringey 033C,37120.00,53650.00
E01001988,Haringey 034B,33200.00,47060.00
E01001989,Haringey 033D,36630.00,51290.00
E01001990,Haringey 034C,32710.00,46600.00
E01001991,Haringey 017A,34070.00,48240.00
E01001992,Haringey 017B,35870.00,56700.00
E01001993,Haringey 017C,39950.00,58120.00
E01001994,Haringey 030A,33660.00,47230.00
E01001995,Haringey 017D,30090.00,42070.00
E01001996,Haringey 014C,31560.00,46670.00
E01001997,Haringey 014D,32730.00,46720.00
E01001998,Haringey 023A,26010.00,37610.00
E01001999,Haringey 023B,26350.00,36610.00
E01002000,Haringey 031A,26460.00,38620.00
E01002001,Haringey 031B,26600.00,38520.00
E01002002,Haringey 031C,25170.00,36800.00
E01002003,Haringey 023C,22670.00,32140.00
E01002004,Haringey 023D,26710.00,38190.00
E01002005,Haringey 035A,35120.00,50390.00
E01002006,Haringey 035B,35330.00,49930.00
E01002007,Haringey 035C,36670.00,52780.00
E01002008,Haringey 030B,40860.00,58450.00
E01002009,Haringey 035D,37820.00,53700.00
E01002010,Haringey 030C,33490.00,48350.00
E01002011,Haringey 030D,34040.00,48050.00
E01002013,Haringey 022A,31650.00,46700.00
E01002014,Haringey 020B,27920.00,39980.00
E01002015,Haringey 020C,25550.00,36420.00
E01002016,Haringey 028A,28490.00,41620.00
E01002017,Haringey 028B,30010.00,42860.00
E01002018,Haringey 020D,27010.00,38420.00
E01002019,Haringey 022B,39530.00,54290.00
E01002020,Haringey 021A,32870.00,47310.00
E01002021,Haringey 022C,35240.00,54220.00
E01002022,Haringey 021B,34150.00,47600.00
E01002023,Haringey 021C,36480.00,50930.00
E01002024,Haringey 022D,33030.00,50540.00
E01002025,Haringey 021D,37620.00,55710.00
E01002026,Haringey 016A,18910.00,27490.00
E01002027,Haringey 010A,22450.00,32800.00
E01002028,Haringey 010B,22760.00,32890.00
E01002029,Haringey 016B,20040.00,29700.00
E01002030,Haringey 016C,23390.00,34030.00
E01002031,Haringey 016D,23440.00,31710.00
E01002032,Haringey 010C,20360.00,30000.00
E01002033,Haringey 010D,21930.00,30770.00
E01002034,Haringey 037A,17820.00,25130.00
E01002036,Haringey 002A,18860.00,26630.00
E01002037,Haringey 002B,17280.00,26020.00
E01002038,Haringey 037B,18000.00,24760.00
E01002039,Haringey 002C,16780.00,24410.00
E01002040,Haringey 002D,19670.00,28010.00
E01002041,Haringey 037C,19250.00,27460.00
E01002042,Haringey 027A,23120.00,34430.00
E01002043,Haringey 026A,22730.00,31970.00
E01002044,Haringey 027B,24260.00,34640.00
E01002045,Haringey 026B,21040.00,31000.00
E01002046,Haringey 026C,19980.00,30240.00
E01002047,Haringey 027C,24640.00,34700.00
E01002048,Haringey 027D,22520.00,33660.00
E01002049,Haringey 026D,20310.00,31200.00
E01002050,Haringey 029A,24210.00,36360.00
E01002051,Haringey 029B,22140.00,32870.00
E01002052,Haringey 029C,22230.00,36050.00
E01002053,Haringey 032A,21020.00,30890.00
E01002054,Haringey 032B,18390.00,28330.00
E01002055,Haringey 029D,23000.00,36830.00
E01002056,Haringey 032C,21360.00,32580.00
E01002057,Haringey 032D,22750.00,34110.00
E01002058,Haringey 031D,25270.00,36010.00
E01002059,Haringey 028C,29480.00,43420.00
E01002060,Haringey 028D,32020.00,46450.00
E01002061,Haringey 036A,31520.00,45130.00
E01002062,Haringey 034D,31720.00,44250.00
E01002063,Haringey 036B,29910.00,42070.00
E01002064,Haringey 036C,27570.00,38980.00
E01002065,Haringey 036D,29750.00,41690.00
E01002066,Haringey 025A,19200.00,28370.00
E01002067,Haringey 024A,20480.00,29280.00
E01002068,Haringey 025B,20790.00,30720.00
E01002069,Haringey 024B,20580.00,29440.00
E01002070,Haringey 024C,21770.00,32040.00
E01002071,Haringey 025C,19600.00,27420.00
E01002072,Haringey 025D,19810.00,28850.00
E01002073,Haringey 024D,20720.00,30400.00
E01002074,Haringey 012A,18980.00,26960.00
E01002075,Haringey 015A,19990.00,28050.00
E01002076,Haringey 015B,20980.00,28530.00
E01002077,Haringey 012B,18790.00,26330.00
E01002078,Haringey 015C,20280.00,29360.00
E01002079,Haringey 012C,21190.00,31130.00
E01002080,Haringey 015D,20280.00,30910.00
E01002081,Haringey 012D,18150.00,25240.00
E01002082,Haringey 013A,19350.00,26190.00
E01002083,Haringey 019A,24310.00,34300.00
E01002084,Haringey 019B,23940.00,33850.00
E01002085,Haringey 019C,23510.00,32850.00
E01002086,Haringey 013B,22300.00,30670.00
E01002087,Haringey 019D,23330.00,32730.00
E01002088,Haringey 013C,22700.00,33000.00
E01002089,Haringey 013D,17440.00,25320.00
E01002090,Haringey 005A,20320.00,29500.00
E01002091,Haringey 006A,17640.00,26050.00
E01002092,Haringey 006B,17870.00,26940.00
E01002093,Haringey 005B,18270.00,27080.00
E01002094,Haringey 006C,18230.00,28510.00
E01002095,Haringey 006D,18660.00,28310.00
E01002096,Haringey 005C,18180.00,28060.00
E01002097,Haringey 005D,18980.00,28540.00
E01002098,Haringey 007A,26590.00,36700.00
E01002099,Haringey 008A,20350.00,27660.00
E01002100,Haringey 008B,22140.00,30070.00
E01002101,Haringey 007B,23940.00,33850.00
E01002102,Haringey 007C,23390.00,33910.00
E01002103,Haringey 008C,23990.00,32760.00
E01002104,Haringey 008D,23310.00,31990.00
E01002105,Haringey 007D,23260.00,32310.00
E01032575,Haringey 037D,17770.00,27520.00
E01033085,Haringey 020E,24150.00,35860.00
E01033086,Haringey 020F,21020.00,28880.00
E01002106,Harrow 008A,28960.00,39830.00
E01002107,Harrow 012A,29880.00,40270.00
E01002108,Harrow 008B,30310.00,41980.00
E01002109,Harrow 008C,32300.00,44770.00
E01002110,Harrow 008D,30640.00,41940.00
E01002111,Harrow 008E,28070.00,38610.00
E01002112,Harrow 001A,33080.00,44370.00
E01002113,Harrow 002A,31130.00,41130.00
E01002114,Harrow 001B,26780.00,36400.00
E01002115,Harrow 002B,29510.00,39980.00
E01002116,Harrow 002C,30670.00,40480.00
E01002117,Harrow 002D,30350.00,39650.00
E01002118,Harrow 002E,27820.00,35190.00
E01002119,Harrow 007A,25340.00,33820.00
E01002120,Harrow 007B,23160.00,30720.00
E01002121,Harrow 007C,25530.00,34430.00
E01002122,Harrow 007D,26400.00,34650.00
E01002123,Harrow 007E,24830.00,33530.00
E01002124,Harrow 010A,25050.00,33180.00
E01002125,Harrow 010B,25320.00,33900.00
E01002126,Harrow 023A,27260.00,38370.00
E01002127,Harrow 023B,27190.00,38420.00
E01002128,Harrow 020A,26660.00,36360.00
E01002129,Harrow 023C,27640.00,38260.00
E01002130,Harrow 020B,25670.00,35440.00
E01002131,Harrow 023D,23260.00,33650.00
E01002132,Harrow 029A,31010.00,43280.00
E01002133,Harrow 027A,23730.00,31330.00
E01002134,Harrow 029B,31540.00,44290.00
E01002135,Harrow 029C,26350.00,36940.00
E01002136,Harrow 027B,26870.00,37090.00
E01002137,Harrow 029D,31880.00,45670.00
E01002138,Harrow 027C,26040.00,35280.00
E01002139,Harrow 006A,23330.00,29240.00
E01002140,Harrow 005A,26250.00,35220.00
E01002141,Harrow 005B,27020.00,37060.00
E01002142,Harrow 005C,28240.00,37670.00
E01002143,Harrow 005D,25290.00,34270.00
E01002144,Harrow 004A,30580.00,42330.00
E01002145,Harrow 005E,26600.00,36990.00
E01002146,Harrow 004B,32380.00,46050.00
E01002147,Harrow 004C,33660.00,46710.00
E01002148,Harrow 006B,30180.00,40420.00
E01002149,Harrow 004D,34510.00,47930.00
E01002150,Harrow 006C,29060.00,37950.00
E01002151,Harrow 006D,24210.00,31330.00
E01002152,Harrow 006E,31130.00,42030.00
E01002153,Harrow 019A,31560.00,43630.00
E01002154,Harrow 015A,29790.00,40120.00
E01002155,Harrow 019B,31240.00,43800.00
E01002156,Harrow 015B,32350.00,43710.00
E01002157,Harrow 019C,30380.00,41510.00
E01002158,Harrow 019D,32470.00,44890.00
E01002159,Harrow 021A,28410.00,38740.00
E01002160,Harrow 021B,29190.00,37550.00
E01002161,Harrow 021C,28120.00,37760.00
E01002162,Harrow 015C,27970.00,37070.00
E01002163,Harrow 015D,30490.00,40370.00
E01002164,Harrow 021D,30020.00,39880.00
E01002165,Harrow 017A,24380.00,32060.00
E01002166,Harrow 017B,24420.00,32550.00
E01002167,Harrow 017C,24010.00,31830.00
E01002168,Harrow 017D,22580.00,31330.00
E01002169,Harrow 017E,24150.00,32390.00
E01002170,Harrow 033A,26070.00,35300.00
E01002171,Harrow 033B,26440.00,35310.00
E01002172,Harrow 033C,27260.00,36400.00
E01002173,Harrow 033D,28970.00,38450.00
E01002174,Harrow 033E,28940.00,37990.00
E01002175,Harrow 033F,28910.00,38430.00
E01002176,Harrow 033G,28780.00,38100.00
E01002177,Harrow 033H,27690.00,36960.00
E01002178,Harrow 033I,28500.00,38040.00
E01002179,Harrow 013A,24300.00,32910.00
E01002180,Harrow 013B,23540.00,31690.00
E01002181,Harrow 020C,27270.00,37670.00
E01002182,Harrow 020D,26870.00,37340.00
E01002183,Harrow 013C,24550.00,33520.00
E01002184,Harrow 013D,24480.00,33090.00
E01002185,Harrow 009A,24220.00,33670.00
E01002186,Harrow 009B,27500.00,38330.00
E01002187,Harrow 009C,29140.00,41300.00
E01002188,Harrow 016A,34540.00,50450.00
E01002189,Harrow 016B,31360.00,47170.00
E01002190,Harrow 009D,31990.00,45110.00
E01002191,Harrow 022A,32600.00,45940.00
E01002192,Harrow 016C,32460.00,48000.00
E01002193,Harrow 016D,30920.00,45270.00
E01002194,Harrow 022B,33150.00,48780.00
E01002195,Harrow 022C,31080.00,45720.00
E01002196,Harrow 022D,32650.00,47990.00
E01002197,Harrow 012B,26580.00,36780.00
E01002198,Harrow 010C,24850.00,34020.00
E01002199,Harrow 012C,26810.00,36310.00
E01002200,Harrow 010D,24990.00,34110.00
E01002201,Harrow 012D,26750.00,36770.00
E01002202,Harrow 012E,24210.00,31400.00
E01002203,Harrow 010E,25890.00,35410.00
E01002204,Harrow 032A,27180.00,36370.00
E01002206,Harrow 032B,28300.00,37380.00
E01002207,Harrow 032C,28570.00,37690.00
E01002208,Harrow 025A,31260.00,44620.00
E01002209,Harrow 025B,29180.00,42070.00
E01002210,Harrow 032D,29150.00,39250.00
E01002211,Harrow 028A,23840.00,32440.00
E01002212,Harrow 028B,23120.00,32900.00
E01002213,Harrow 027D,24040.00,32190.00
E01002214,Harrow 031A,24610.00,33000.00
E01002215,Harrow 031B,22810.00,30420.00
E01002216,Harrow 028C,26190.00,35710.00
E01002217,Harrow 028D,19670.00,29130.00
E01002218,Harrow 030A,25650.00,34600.00
E01002219,Harrow 030B,25320.00,33760.00
