Code,Area,price_m_2001
E01001536,Enfield 008B,127950.00
E01001537,Enfield 005E,127950.00
E01001538,Enfield 009A,127975.00
E01001539,Enfield 009B,127975.00
E01001540,Enfield 008C,128000.00
E01001541,Enfield 008D,128000.00
E01001542,Enfield 008E,128000.00
E01001543,Enfield 009C,128000.00
E01001544,Enfield 009D,128000.00
E01001545,Enfield 002B,128000.00
E01001546,Enfield 001C,128000.00
E01001547,Enfield 002C,128000.00
E01001548,Enfield 002D,128000.00
E01001549,Enfield 006D,128000.00
E01001550,Enfield 006E,128000.00
E01001551,Enfield 002E,128000.00
E01001552,Enfield 001D,128000.00
E01001553,Enfield 037B,128100.00
E01001554,Enfield 037C,128225.00
E01001555,Enfield 033C,128250.00
E01001556,Enfield 035E,128475.00
E01001557,Enfield 033D,128475.00
E01001558,Enfield 033E,128500.00
E01001559,Enfield 033F,128500.00
E01001560,Enfield 035F,128500.00
E01001562,Enfield 037D,128500.00
E01001563,Enfield 029C,128500.00
E01001564,Enfield 022B,128500.00
E01001565,Enfield 029D,128750.00
E01001566,Enfield 029E,128787.50
E01001567,Enfield 022C,128795.00
E01001568,Enfield 022D,128950.00
E01001569,Enfield 022E,128975.00
E01001570,Enfield 026E,128997.50
E01032574,Enfield 037E,129000.00
E01033146,Enfield 025F,129000.00
E01033148,Enfield 003F,129000.00
E01033150,Enfield 003G,129000.00
E01033151,Enfield 025G,129000.00
E01001571,Greenwich 008A,129000.00
E01001572,Greenwich 008B,129000.00
E01001573,Greenwich 008C,129000.00
E01001574,Greenwich 008D,129000.00
E01001575,Greenwich 003A,129000.00
E01001576,Greenwich 003B,129000.00
E01001577,Greenwich 003C,129000.00
E01001578,Greenwich 003D,129000.00
E01001579,Greenwich 003E,129000.00
E01001580,Greenwich 021A,129000.00
E01001581,Greenwich 016A,129000.00
E01001582,Greenwich 021B,129225.00
E01001583,Greenwich 021C,129250.00
E01001584,Greenwich 021D,129250.00
E01001585,Greenwich 016B,129250.00
E01001586,Greenwich 016C,129250.00
E01001587,Greenwich 016D,129475.00
E01001588,Greenwich 012A,129475.00
E01001589,Greenwich 012B,129475.00
E01001590,Greenwich 014A,129500.00
E01001591,Greenwich 012C,129500.00
E01001592,Greenwich 014B,129500.00
E01001593,Greenwich 014C,129500.00
E01001594,Greenwich 014D,129530.00
E01001595,Greenwich 012D,129725.00
E01001596,Greenwich 032A,129750.00
E01001597,Greenwich 031A,129750.00
E01001598,Greenwich 031B,129950.00
E01001599,Greenwich 032B,129950.00
E01001600,Greenwich 032C,129975.00
E01001601,Greenwich 032D,129995.00
E01001602,Greenwich 031C,129995.00
E01001603,Greenwich 031D,129997.50
E01001604,Greenwich 027A,130000.00
E01001605,Greenwich 023A,130000.00
E01001606,Greenwich 023B,130000.00
E01001607,Greenwich 027B,130000.00
E01001608,Greenwich 027C,130000.00
E01001609,Greenwich 027D,130000.00
E01001610,Greenwich 023C,130000.00
E01001611,Greenwich 023D,130000.00
E01001613,Greenwich 028A,130000.00
E01001614,Greenwich 028B,130000.00
E01001615,Greenwich 028C,130000.00
E01001617,Greenwich 028D,130000.00
E01001618,Greenwich 030C,130000.00
E01001619,Greenwich 030D,130000.00
E01001620,Greenwich 025A,130000.00
E01001621,Greenwich 025B,130000.00
E01001623,Greenwich 025C,130000.00
E01001624,Greenwich 025D,130000.00
E01001625,Greenwich 025E,130000.00
E01001629,Greenwich 009A,130000.00
E01001631,Greenwich 007B,130000.00
E01001632,Greenwich 007C,130000.00
E01001633,Greenwich 009B,130000.00
E01001634,Greenwich 009C,130000.00
E01001635,Greenwich 007D,130000.00
E01001636,Greenwich 007E,130000.00
E01001637,Greenwich 009D,130000.00
E01001638,Greenwich 038A,130000.00
E01001640,Greenwich 035A,130000.00
E01001641,Greenwich 038B,130000.00
E01001642,Greenwich 038C,130000.00
E01001644,Greenwich 038D,130000.00
E01001645,Greenwich 022A,130000.00
E01001646,Greenwich 019A,130000.00
E01001647,Greenwich 022B,130000.00
E01001648,Greenwich 022C,130000.00
E01001649,Greenwich 022D,130000.00
E01001650,Greenwich 019B,130000.00
E01001651,Greenwich 019C,130000.00
E01001652,Greenwich 019D,130000.00
E01001653,Greenwich 029A,130000.00
E01001654,Greenwich 029B,130000.00
E01001655,Greenwich 029C,130000.00
E01001656,Greenwich 034A,130000.00
E01001657,Greenwich 034B,130000.00
E01001658,Greenwich 034C,130000.00
E01001659,Greenwich 034D,130000.00
E01001660,Greenwich 029D,130250.00
E01001661,Greenwich 029E,130475.00
E01001662,Greenwich 037A,130475.00
E01001664,Greenwich 037B,130500.00
E01001665,Greenwich 037C,130500.00
E01001666,Greenwich 036A,130500.00
E01001667,Greenwich 036B,130500.00
E01001668,Greenwich 036C,130500.00
E01001669,Greenwich 033A,130750.00
E01001671,Greenwich 033B,130750.00
E01001672,Greenwich 006A,130750.00
E01001673,Greenwich 006B,130900.00
E01001674,Greenwich 006C,130916.50
E01001675,Greenwich 006D,130995.00
E01001676,Greenwich 033C,131000.00
E01001677,Greenwich 006E,131000.00
E01001678,Greenwich 017A,131000.00
E01001679,Greenwich 020A,131000.00
E01001680,Greenwich 020B,131000.00
E01001681,Greenwich 020C,131000.00
E01001682,Greenwich 020D,131000.00
E01001683,Greenwich 017B,131000.00
E01001684,Greenwich 017C,131000.00
E01001685,Greenwich 017D,131000.00
E01001686,Greenwich 020E,131000.00
E01001687,Greenwich 002A,131000.00
E01001688,Greenwich 002B,131000.00
E01001690,Greenwich 001A,131000.00
E01001692,Greenwich 001B,131000.00
E01001693,Greenwich 001C,131250.00
E01001694,Greenwich 001D,131250.00
E01001695,Greenwich 011A,131250.00
E01001696,Greenwich 011B,131450.00
E01001697,Greenwich 011C,131500.00
E01001698,Greenwich 015A,131500.00
E01001699,Greenwich 015B,131500.00
E01001700,Greenwich 011D,131500.00
E01001701,Greenwich 015C,131750.00
E01001702,Greenwich 015D,131750.00
E01001703,Greenwich 011E,131750.00
E01001704,Greenwich 011F,132000.00
E01001705,Greenwich 005A,132000.00
E01001706,Greenwich 005B,132000.00
E01001708,Greenwich 005C,132000.00
E01001709,Greenwich 004B,132000.00
E01001710,Greenwich 005D,132000.00
E01001711,Greenwich 004C,132000.00
E01001712,Greenwich 004D,132000.00
E01001713,Greenwich 005E,132000.00
E01032567,Greenwich 033D,132000.00
E01033726,Greenwich 034E,132000.00
E01033727,Greenwich 035B,132000.00
E01033728,Greenwich 035C,132000.00
E01033729,Greenwich 030E,132000.00
E01033730,Greenwich 035D,132000.00
E01033731,Greenwich 004E,132000.00
E01033732,Greenwich 036D,132250.00
E01033733,Greenwich 036E,132250.00
E01033734,Greenwich 004F,132250.00
E01033735,Greenwich 004G,132250.00
E01033736,Greenwich 004H,132250.00
E01033737,Greenwich 004I,132500.00
E01033738,Greenwich 037D,132500.00
E01033739,Greenwich 002E,132500.00
E01033740,Greenwich 002F,132500.00
E01033741,Greenwich 002G,132500.00
E01033742,Greenwich 007F,132500.00
E01033743,Greenwich 002H,132500.00
E01033744,Greenwich 007G,132500.00
E01033745,Greenwich 002I,132500.00
E01033746,Greenwich 038E,132500.00
E01001714,Hackney 002A,132500.00
E01001715,Hackney 007A,132500.00
E01001716,Hackney 007B,132500.00
E01001717,Hackney 007C,132500.00
E01001718,Hackney 007D,132750.00
E01001719,Hackney 007E,132787.00
E01001720,Hackney 007F,132900.00
E01001722,Hackney 029A,132995.00
E01001723,Hackney 006A,132995.00
E01001724,Hackney 006B,132995.00
E01001725,Hackney 004A,133000.00
E01001726,Hackney 004B,133000.00
E01001727,Hackney 006C,133000.00
E01001728,Hackney 029B,133000.00
E01001729,Hackney 019A,133000.00
E01001730,Hackney 019B,133000.00
E01001731,Hackney 017A,133000.00
E01001732,Hackney 019C,133000.00
E01001733,Hackney 015A,133000.00
E01001734,Hackney 017B,133000.00
E01001735,Hackney 019D,133000.00
E01001736,Hackney 012A,133000.00
E01001737,Hackney 012B,133000.00
E01001738,Hackney 012C,133000.00
E01001739,Hackney 012D,133000.00
E01001740,Hackney 014A,133000.00
E01001741,Hackney 009A,133000.00
E01001742,Hackney 008A,133000.00
E01001744,Hackney 021B,133000.00
E01001745,Hackney 016A,133000.00
E01001746,Hackney 016B,133000.00
E01001747,Hackney 014B,133000.00
E01001748,Hackney 020A,133000.00
E01001749,Hackney 020B,133000.00
E01001750,Hackney 021C,133225.00
E01001751,Hackney 021D,133250.00
E01001752,Hackney 025A,133250.00
E01001753,Hackney 025B,133475.00
E01001754,Hackney 025C,133475.00
E01001755,Hackney 025D,133475.00
E01001756,Hackney 021E,133475.00
E01001757,Hackney 016C,133500.00
E01001758,Hackney 016D,133500.00
E01001759,Hackney 016E,133500.00
E01001760,Hackney 017C,133500.00
E01001761,Hackney 016F,133500.00
E01001762,Hackney 017D,133500.00
E01001763,Hackney 020C,133500.00
E01001764,Hackney 010A,133500.00
E01001765,Hackney 010B,133500.00
E01001767,Hackney 010D,133600.00
E01001768,Hackney 006D,134000.00
E01001769,Hackney 006E,134000.00
E01001770,Hackney 010E,134000.00
E01001772,Hackney 024A,134000.00
E01001773,Hackney 025E,134000.00
E01001774,Hackney 024B,134000.00
E01001775,Hackney 024C,134000.00
E01001776,Hackney 025F,134000.00
E01001777,Hackney 027B,134000.00
E01001779,Hackney 026A,134000.00
E01001780,Hackney 027D,134000.00
E01001781,Hackney 026B,134000.00
E01001782,Hackney 026C,134000.00
E01001783,Hackney 026D,134000.00
E01001784,Hackney 027E,134000.00
E01001785,Hackney 015B,134000.00
E01001786,Hackney 013A,134250.00
E01001787,Hackney 013B,134500.00
E01001788,Hackney 013C,134500.00
E01001789,Hackney 015C,134500.00
E01001790,Hackney 013D,134500.00
E01001791,Hackney 015D,134500.00
E01001792,Hackney 011A,134500.00
E01001793,Hackney 011B,134500.00
E01001794,Hackney 011C,134500.00
E01001795,Hackney 011D,134500.00
E01001796,Hackney 011E,134500.00
E01001798,Hackney 028A,134750.00
E01001799,Hackney 003A,134750.00
E01001800,Hackney 004C,134950.00
E01001801,Hackney 008B,134950.00
E01001802,Hackney 003B,134950.00
E01001803,Hackney 008C,134995.00
E01001804,Hackney 003C,134995.00
E01001805,Hackney 009B,134995.00
E01001806,Hackney 008D,134997.50
E01001807,Hackney 003D,135000.00
E01001808,Hackney 001A,135000.00
E01001809,Hackney 001B,135000.00
E01001811,Hackney 002D,135000.00
E01001812,Hackney 003E,135000.00
E01001813,Hackney 002E,135000.00
E01001814,Hackney 001C,135000.00
E01001815,Hackney 024D,135000.00
E01001816,Hackney 020D,135000.00
E01001819,Hackney 020E,135000.00
E01001820,Hackney 024E,135000.00
E01001821,Hackney 024F,135000.00
E01001822,Hackney 029C,135000.00
E01001823,Hackney 001D,135000.00
E01001824,Hackney 004D,135000.00
E01001825,Hackney 001E,135000.00
E01001826,Hackney 004E,135000.00
E01001827,Hackney 029D,135000.00
E01001828,Hackney 028B,135000.00
E01001829,Hackney 009C,135000.00
E01001830,Hackney 014C,135000.00
E01001831,Hackney 009D,135000.00
E01001832,Hackney 009E,135000.00
E01001833,Hackney 014D,135000.00
E01001834,Hackney 014E,135000.00
E01001835,Hackney 014F,135000.00
E01001836,Hackney 022A,135000.00
E01001837,Hackney 023B,135000.00
E01001838,Hackney 019E,135000.00
E01001839,Hackney 023C,135000.00
E01001840,Hackney 022B,135000.00
E01001841,Hackney 022C,135000.00
E01001842,Hackney 023D,135000.00
E01001843,Hackney 023E,135000.00
E01001844,Hackney 022D,135000.00
E01001845,Hackney 022E,135000.00
E01001846,Hackney 018A,135495.00
E01001847,Hackney 018B,135497.50
E01001848,Hackney 018C,135497.50
E01001849,Hackney 018D,135500.00
E01001850,Hackney 019F,135500.00
E01033698,Hackney 021F,135500.00
E01033699,Hackney 021G,135500.00
E01033700,Hackney 021H,135500.00
E01033701,Hackney 002F,135500.00
E01033702,Hackney 028C,135500.00
E01033703,Hackney 010F,135750.00
E01033704,Hackney 023F,136000.00
E01033705,Hackney 028D,136000.00
E01033706,Hackney 027F,136000.00
E01033707,Hackney 021I,136000.00
E01033708,Hackney 027G,136000.00
E01033709,Hackney 027H,136000.00
E01033710,Hackney 028E,136000.00
E01033711,Hackney 027I,136000.00
E01033712,Hackney 023G,136000.00
E01033713,Hackney 010G,136000.00
E01001851,Hammersmith and Fulham 010A,136000.00
E01001852,Hammersmith and Fulham 007A,136000.00
E01001853,Hammersmith and Fulham 007B,136000.00
E01001854,Hammersmith and Fulham 007C,136000.00
E01001855,Hammersmith and Fulham 010B,136000.00
E01001856,Hammersmith and Fulham 010C,136000.00
E01001857,Hammersmith and Fulham 007D,136000.00
E01001858,Hammersmith and Fulham 006A,136225.00
E01001859,Hammersmith and Fulham 008A,136250.00
E01001860,Hammersmith and Fulham 006B,136250.00
E01001861,Hammersmith and Fulham 006C,136250.00
E01001862,Hammersmith and Fulham 005A,136475.00
E01001863,Hammersmith and Fulham 006D,136500.00
E01001864,Hammersmith and Fulham 006E,136500.00
E01001865,Hammersmith and Fulham 008B,136500.00
E01001866,Hammersmith and Fulham 012A,136500.00
E01001867,Hammersmith and Fulham 012B,136500.00
E01001868,Hammersmith and Fulham 012C,136500.00
E01001869,Hammersmith and Fulham 010D,136500.00
E01001870,Hammersmith and Fulham 012D,136500.00
E01001871,Hammersmith and Fulham 012E,136500.00
E01001872,Hammersmith and Fulham 012F,136600.00
E01001873,Hammersmith and Fulham 010E,136750.00
E01001874,Hammersmith and Fulham 001A,136750.00
E01001875,Hammersmith and Fulham 001B,136750.00
E01001876,Hammersmith and Fulham 001C,136975.00
E01001877,Hammersmith and Fulham 001D,137000.00
E01001878,Hammersmith and Fulham 001E,137000.00
E01001879,Hammersmith and Fulham 019A,137000.00
E01001880,Hammersmith and Fulham 017A,137000.00
E01001881,Hammersmith and Fulham 017B,137000.00
E01001882,Hammersmith and Fulham 017C,137000.00
E01001883,Hammersmith and Fulham 017D,137000.00
E01001884,Hammersmith and Fulham 017E,137000.00
E01001885,Hammersmith and Fulham 015A,137000.00
E01001886,Hammersmith and Fulham 016A,137000.00
E01001887,Hammersmith and Fulham 016B,137000.00
E01001888,Hammersmith and Fulham 018A,137250.00
E01001889,Hammersmith and Fulham 014A,137250.00
E01001890,Hammersmith and Fulham 016C,137475.00
E01001891,Hammersmith and Fulham 018B,137475.00
E01001892,Hammersmith and Fulham 016D,137497.50
E01001893,Hammersmith and Fulham 013A,137500.00
E01001894,Hammersmith and Fulham 013B,137500.00
E01001895,Hammersmith and Fulham 009A,137500.00
E01001896,Hammersmith and Fulham 009B,137500.00
E01001897,Hammersmith and Fulham 009C,137500.00
E01001898,Hammersmith and Fulham 013C,137500.00
E01001899,Hammersmith and Fulham 013D,137500.00
E01001900,Hammersmith and Fulham 013E,137750.00
E01001901,Hammersmith and Fulham 019B,137900.00
E01001902,Hammersmith and Fulham 019C,137950.00
E01001903,Hammersmith and Fulham 019D,137997.50
E01001904,Hammersmith and Fulham 022A,138000.00
E01001905,Hammersmith and Fulham 022B,138000.00
E01001906,Hammersmith and Fulham 022C,138000.00
E01001907,Hammersmith and Fulham 022D,138000.00
E01001908,Hammersmith and Fulham 015B,138000.00
E01001909,Hammersmith and Fulham 015C,138000.00
E01001910,Hammersmith and Fulham 014B,138000.00
E01001911,Hammersmith and Fulham 015D,138000.00
E01001912,Hammersmith and Fulham 015E,138000.00
E01001913,Hammersmith and Fulham 014C,138000.00
E01001914,Hammersmith and Fulham 014D,138000.00
E01001915,Hammersmith and Fulham 024A,138000.00
E01001916,Hammersmith and Fulham 024B,138000.00
E01001917,Hammersmith and Fulham 018C,138000.00
E01001918,Hammersmith and Fulham 018D,138000.00
E01001919,Hammersmith and Fulham 018E,138000.00
E01001920,Hammersmith and Fulham 020A,138000.00
E01001921,Hammersmith and Fulham 020B,138000.00
E01001922,Hammersmith and Fulham 020C,138000.00
E01001923,Hammersmith and Fulham 020D,138000.00
E01001924,Hammersmith and Fulham 020E,138000.00
E01001925,Hammersmith and Fulham 025A,138250.00
E01001926,Hammersmith and Fulham 024C,138250.00
E01001927,Hammersmith and Fulham 008C,138250.00
E01001928,Hammersmith and Fulham 011A,138325.00
E01001929,Hammersmith and Fulham 009D,138347.50
E01001930,Hammersmith and Fulham 008D,138375.00
E01001931,Hammersmith and Fulham 011B,138450.00
E01001932,Hammersmith and Fulham 011C,138500.00
E01001933,Hammersmith and Fulham 011D,138500.00
E01001934,Hammersmith and Fulham 025B,138500.00
E01001935,Hammersmith and Fulham 023A,138500.00
E01001937,Hammersmith and Fulham 025C,138700.00
E01001938,Hammersmith and Fulham 025D,138747.50
E01001939,Hammersmith and Fulham 023C,138750.00
E01001940,Hammersmith and Fulham 005B,138750.00
E01001941,Hammersmith and Fulham 005C,138995.00
E01001942,Hammersmith and Fulham 005D,139000.00
E01001943,Hammersmith and Fulham 004A,139000.00
E01001944,Hammersmith and Fulham 004B,139000.00
E01001945,Hammersmith and Fulham 004C,139000.00
E01001946,Hammersmith and Fulham 004D,139000.00
E01001947,Hammersmith and Fulham 021A,139000.00
E01001948,Hammersmith and Fulham 021B,139000.00
E01001949,Hammersmith and Fulham 021C,139000.00
E01001950,Hammersmith and Fulham 021D,139450.00
E01001951,Hammersmith and Fulham 021E,139475.00
E01001952,Hammersmith and Fulham 024D,139475.00
E01001953,Hammersmith and Fulham 021F,139500.00
E01001954,Hammersmith and Fulham 003A,139500.00
E01001955,Hammersmith and Fulham 002A,139950.00
E01001956,Hammersmith and Fulham 003B,139950.00
E01001957,Hammersmith and Fulham 002B,139950.00
E01001958,Hammersmith and Fulham 002C,139950.00
E01001959,Hammersmith and Fulham 003C,139975.00
E01001960,Hammersmith and Fulham 003D,139975.00
E01001961,Hammersmith and Fulham 002D,139975.00
E01032788,Hammersmith and Fulham 023D,139995.00
E01032789,Hammersmith and Fulham 023E,139995.00
E01032790,Hammersmith and Fulham 023F,139997.50
E01001962,Haringey 004A,139997.50
E01001963,Haringey 009A,140000.00
E01001964,Haringey 009B,140000.00
E01001965,Haringey 009C,140000.00
E01001966,Haringey 009D,140000.00
E01001967,Haringey 014A,140000.00
E01001968,Haringey 014B,140000.00
E01001969,Haringey 001A,140000.00
E01001970,Haringey 004B,140000.00
E01001971,Haringey 001B,140000.00
E01001972,Haringey 004C,140000.00
E01001973,Haringey 004D,140000.00
E01001974,Haringey 001C,140000.00
E01001975,Haringey 001D,140000.00
E01001976,Haringey 011A,140000.00
E01001977,Haringey 011B,140000.00
E01001978,Haringey 011C,140000.00
E01001979,Haringey 011D,140000.00
E01001980,Haringey 018A,140000.00
E01001981,Haringey 018B,140000.00
E01001982,Haringey 018C,140000.00
E01001983,Haringey 018D,140000.00
E01001984,Haringey 033A,140000.00
E01001985,Haringey 033B,140000.00
E01001986,Haringey 034A,140000.00
E01001987,Haringey 033C,140000.00
E01001988,Haringey 034B,140000.00
E01001989,Haringey 033D,140000.00
E01001990,Haringey 034C,140000.00
E01001991,Haringey 017A,140000.00
E01001992,Haringey 017B,140000.00
E01001993,Haringey 017C,140000.00
E01001994,Haringey 030A,140000.00
E01001995,Haringey 017D,140000.00
E01001996,Haringey 014C,140000.00
E01001997,Haringey 014D,140000.00
E01001998,Haringey 023A,140000.00
E01001999,Haringey 023B,140000.00
E01002000,Haringey 031A,140000.00
E01002001,Haringey 031B,140000.00
E01002002,Haringey 031C,140000.00
E01002003,Haringey 023C,140000.00
E01002004,Haringey 023D,140000.00
E01002005,Haringey 035A,140000.00
E01002006,Haringey 035B,140250.00
E01002007,Haringey 035C,140250.00
E01002008,Haringey 030B,140250.00
E01002009,Haringey 035D,140500.00
E01002010,Haringey 030C,140500.00
E01002011,Haringey 030D,140725.00
E01002013,Haringey 022A,140750.00
E01002014,Haringey 020B,140850.00
E01002015,Haringey 020C,140975.00
E01002016,Haringey 028A,141000.00
E01002017,Haringey 028B,141000.00
E01002018,Haringey 020D,141000.00
E01002019,Haringey 022B,141000.00
E01002020,Haringey 021A,141000.00
E01002021,Haringey 022C,141000.00
E01002022,Haringey 021B,141000.00
E01002023,Haringey 021C,141000.00
E01002024,Haringey 022D,141225.00
E01002025,Haringey 021D,141250.00
E01002026,Haringey 016A,141250.00
E01002027,Haringey 010A,141500.00
E01002028,Haringey 010B,141500.00
E01002029,Haringey 016B,141500.00
E01002030,Haringey 016C,141500.00
E01002031,Haringey 016D,141750.00
E01002032,Haringey 010C,141972.50
E01002033,Haringey 010D,141975.00
E01002034,Haringey 037A,141997.50
E01002036,Haringey 002A,142000.00
E01002037,Haringey 002B,142000.00
E01002038,Haringey 037B,142000.00
E01002039,Haringey 002C,142000.00
E01002040,Haringey 002D,142000.00
E01002041,Haringey 037C,142000.00
E01002042,Haringey 027A,142000.00
E01002043,Haringey 026A,142000.00
E01002044,Haringey 027B,142000.00
E01002045,Haringey 026B,142000.00
E01002046,Haringey 026C,142000.00
E01002047,Haringey 027C,142000.00
E01002048,Haringey 027D,142000.00
E01002049,Haringey 026D,142000.00
E01002050,Haringey 029A,142000.00
E01002051,Haringey 029B,142000.00
E01002052,Haringey 029C,142250.00
E01002053,Haringey 032A,142250.00
E01002054,Haringey 032B,142475.00
E01002055,Haringey 029D,142475.00
E01002056,Haringey 032C,142475.00
E01002057,Haringey 032D,142475.00
E01002058,Haringey 031D,142497.50
E01002059,Haringey 028C,142500.00
E01002060,Haringey 028D,142500.00
E01002061,Haringey 036A,142500.00
E01002062,Haringey 034D,142500.00
E01002063,Haringey 036B,142500.00
E01002064,Haringey 036C,142500.00
E01002065,Haringey 036D,142500.00
E01002066,Haringey 025A,142500.00
E01002067,Haringey 024A,142500.00
E01002068,Haringey 025B,142500.00
E01002069,Haringey 024B,142500.00
E01002070,Haringey 024C,142500.00
E01002071,Haringey 025C,142500.00
E01002072,Haringey 025D,142500.00
E01002073,Haringey 024D,142500.00
E01002074,Haringey 012A,142750.00
E01002075,Haringey 015A,142950.00
E01002076,Haringey 015B,143000.00
E01002077,Haringey 012B,143000.00
E01002078,Haringey 015C,143000.00
E01002079,Haringey 012C,143000.00
E01002080,Haringey 015D,143000.00
E01002081,Haringey 012D,143000.00
E01002082,Haringey 013A,143000.00
E01002083,Haringey 019A,143000.00
E01002084,Haringey 019B,143000.00
E01002085,Haringey 019C,143000.00
E01002086,Haringey 013B,143000.00
E01002087,Haringey 019D,143000.00
E01002088,Haringey 013C,143247.50
E01002089,Haringey 013D,143250.00
E01002090,Haringey 005A,143250.00
E01002091,Haringey 006A,143250.00
E01002092,Haringey 006B,143250.00
E01002093,Haringey 005B,143372.50
E01002094,Haringey 006C,143500.00
E01002095,Haringey 006D,143500.00
E01002096,Haringey 005C,143500.00
E01002097,Haringey 005D,143500.00
E01002098,Haringey 007A,143500.00
E01002099,Haringey 008A,143500.00
E01002100,Haringey 008B,143500.00
E01002101,Haringey 007B,143500.00
E01002102,Haringey 007C,143500.00
E01002103,Haringey 008C,143700.00
E01002104,Haringey 008D,143750.00
E01002105,Haringey 007D,143800.00
E01032575,Haringey 037D,143975.00
E01033085,Haringey 020E,143975.00
E01033086,Haringey 020F,144000.00
E01002106,Harrow 008A,144000.00
E01002107,Harrow 012A,144000.00
E01002108,Harrow 008B,144000.00
E01002109,Harrow 008C,144000.00
E01002110,Harrow 008D,144000.00
E01002111,Harrow 008E,144000.00
E01002112,Harrow 001A,144000.00
E01002113,Harrow 002A,144000.00
E01002114,Harrow 001B,144250.00
E01002115,Harrow 002B,144250.00
E01002116,Harrow 002C,144300.00
E01002117,Harrow 002D,144497.50
E01002118,Harrow 002E,144500.00
E01002119,Harrow 007A,144500.00
E01002120,Harrow 007B,144500.00
E01002121,Harrow 007C,144500.00
E01002122,Harrow 007D,144500.00
E01002123,Harrow 007E,144500.00
E01002124,Harrow 010A,144500.00
E01002125,Harrow 010B,144500.00
E01002126,Harrow 023A,144500.00
E01002127,Harrow 023B,144750.00
E01002128,Harrow 020A,144750.00
E01002129,Harrow 023C,144950.00
E01002130,Harrow 020B,144950.00
E01002131,Harrow 023D,144950.00
E01002132,Harrow 029A,144975.00
E01002133,Harrow 027A,144975.00
E01002134,Harrow 029B,144997.50
E01002135,Harrow 029C,145000.00
E01002136,Harrow 027B,145000.00
E01002137,Harrow 029D,145000.00
E01002138,Harrow 027C,145000.00
E01002139,Harrow 006A,145000.00
E01002140,Harrow 005A,145000.00
E01002141,Harrow 005B,145000.00
E01002142,Harrow 005C,145000.00
E01002143,Harrow 005D,145000.00
E01002144,Harrow 004A,145000.00
E01002145,Harrow 005E,145000.00
E01002146,Harrow 004B,145000.00
E01002147,Harrow 004C,145000.00
E01002148,Harrow 006B,145000.00
E01002149,Harrow 004D,145000.00
E01002150,Harrow 006C,145000.00
E01002151,Harrow 006D,145000.00
E01002152,Harrow 006E,145000.00
E01002153,Harrow 019A,145000.00
E01002154,Harrow 015A,145000.00
E01002155,Harrow 019B,145000.00
E01002156,Harrow 015B,145000.00
E01002157,Harrow 019C,145000.00
E01002158,Harrow 019D,145000.00
E01002159,Harrow 021A,145000.00
E01002160,Harrow 021B,145000.00
E01002161,Harrow 021C,145000.00
E01002162,Harrow 015C,145000.00
E01002163,Harrow 015D,145000.00
E01002164,Harrow 021D,145000.00
E01002165,Harrow 017A,145000.00
E01002166,Harrow 017B,145000.00
E01002167,Harrow 017C,145000.00
E01002168,Harrow 017D,145000.00
E01002169,Harrow 017E,145000.00
E01002170,Harrow 033A,145000.00
E01002171,Harrow 033B,145000.00
E01002172,Harrow 033C,145000.00
E01002173,Harrow 033D,145000.00
E01002174,Harrow 033E,145000.00
E01002175,Harrow 033F,145036.50
E01002176,Harrow 033G,145192.00
E01002177,Harrow 033H,145250.00
E01002178,Harrow 033I,145500.00
E01002179,Harrow 013A,145500.00
E01002180,Harrow 013B,145500.00
E01002181,Harrow 020C,145500.00
E01002182,Harrow 020D,145500.00
E01002183,Harrow 013C,145500.00
E01002184,Harrow 013D,145500.00
E01002185,Harrow 009A,145500.00
E01002186,Harrow 009B,146000.00
E01002187,Harrow 009C,146000.00
E01002188,Harrow 016A,146000.00
E01002189,Harrow 016B,146000.00
E01002190,Harrow 009D,146000.00
E01002191,Harrow 022A,146000.00
E01002192,Harrow 016C,146000.00
E01002193,Harrow 016D,146000.00
E01002194,Harrow 022B,146000.00
E01002195,Harrow 022C,146475.00
E01002196,Harrow 022D,146495.00
E01002197,Harrow 012B,146500.00
E01002198,Harrow 010C,146500.00
E01002199,Harrow 012C,146500.00
E01002200,Harrow 010D,146500.00
E01002201,Harrow 012D,146750.00
E01002202,Harrow 012E,147000.00
E01002203,Harrow 010E,147000.00
E01002204,Harrow 032A,147000.00
E01002206,Harrow 032B,147000.00
E01002207,Harrow 032C,147000.00
E01002208,Harrow 025A,147000.00
E01002209,Harrow 025B,147000.00
E01002210,Harrow 032D,147000.00
E01002211,Harrow 028A,147000.00
E01002212,Harrow 028B,147250.00
E01002213,Harrow 027D,147495.00
E01002214,Harrow 031A,147500.00
E01002215,Harrow 031B,147500.00
E01002216,Harrow 028C,147500.00
E01002217,Harrow 028D,147500.00
E01002218,Harrow 030A,147500.00
E01002219,Harrow 030B,147500.00
E01002220,Harrow 031C,147500.00
E01002221,Harrow 030C,147500.00
E01002222,Harrow 030D,147625.00
E01002223,Harrow 031D,147750.00
E01002224,Harrow 031E,147975.00
E01002225,Harrow 001C,147975.00
E01002226,Harrow 001D,148000.00
E01002227,Harrow 003A,148000.00
E01002228,Harrow 003B,148000.00
E01002229,Harrow 003C,148000.00
E01002230,Harrow 003D,148000.00
E01002231,Harrow 013E,148000.00
E01002232,Harrow 011A,148000.00
E01002233,Harrow 011B,148000.00
E01002234,Harrow 011C,148000.00
E01002235,Harrow 011D,148000.00
E01002236,Harrow 011E,148000.00
E01002237,Harrow 024A,148000.00
E01002238,Harrow 024B,148250.00
