Code,Area,price_m_2001
E01000752,Bromley 036D,109000.00
E01000753,Bromley 031A,109000.00
E01000754,Bromley 031B,109000.00
E01000755,Bromley 031C,109000.00
E01000756,Bromley 033D,109000.00
E01000757,Bromley 031D,109388.00
E01000758,Bromley 031E,109495.00
E01000759,Bromley 034A,109500.00
E01000760,Bromley 034B,109500.00
E01000761,Bromley 034C,109500.00
E01000762,Bromley 018D,109500.00
E01000763,Bromley 027A,109500.00
E01000764,Bromley 027B,109500.00
E01000765,Bromley 034D,109500.00
E01000766,Bromley 027C,109500.00
E01000767,Bromley 027D,109500.00
E01000768,Bromley 034E,109500.00
E01000769,Bromley 024A,109725.00
E01000770,Bromley 012D,109750.00
E01000771,Bromley 041C,109950.00
E01000772,Bromley 012E,109950.00
E01000773,Bromley 024B,109950.00
E01000774,Bromley 041D,109950.00
E01000775,Bromley 024C,109975.00
E01000777,Bromley 024D,109995.00
E01000778,Bromley 024E,109995.00
E01000779,Bromley 001A,110000.00
E01000780,Bromley 001B,110000.00
E01000781,Bromley 001C,110000.00
E01000782,Bromley 001D,110000.00
E01000783,Bromley 001E,110000.00
E01000784,Bromley 002E,110000.00
E01000785,Bromley 001F,110000.00
E01000786,Bromley 032A,110000.00
E01000787,Bromley 029C,110000.00
E01000788,Bromley 029D,110000.00
E01000789,Bromley 032B,110000.00
E01000790,Bromley 028C,110000.00
E01000791,Bromley 029E,110000.00
E01000792,Bromley 032C,110000.00
E01000793,Bromley 032D,110000.00
E01000794,Bromley 035E,110000.00
E01000795,Bromley 032E,110000.00
E01000796,Bromley 009C,110000.00
E01000797,Bromley 013E,110000.00
E01000798,Bromley 009D,110000.00
E01000799,Bromley 004A,110000.00
E01000800,Bromley 009E,110000.00
E01000801,Bromley 015E,110000.00
E01000802,Bromley 004B,110000.00
E01000803,Bromley 004C,110000.00
E01000804,Bromley 004D,110000.00
E01000805,Bromley 004E,110000.00
E01000806,Bromley 009F,110000.00
E01000807,Bromley 022C,110000.00
E01000808,Bromley 025A,110000.00
E01000809,Bromley 022D,110000.00
E01000810,Bromley 025B,110000.00
E01000811,Bromley 025C,110000.00
E01000812,Bromley 028D,110000.00
E01000813,Bromley 025D,110000.00
E01000814,Bromley 028E,110000.00
E01000815,Bromley 025E,110000.00
E01000816,Bromley 040A,110000.00
E01000818,Bromley 040B,110000.00
E01000819,Bromley 040C,110000.00
E01000820,Bromley 008C,110000.00
E01000822,Bromley 008D,110250.00
E01000823,Bromley 008E,110250.00
E01000824,Bromley 008F,110250.00
E01000825,Bromley 008G,110500.00
E01000826,Bromley 021A,110500.00
E01000827,Bromley 021B,110500.00
E01000828,Bromley 011E,110500.00
E01000829,Bromley 018E,110500.00
E01000830,Bromley 021C,110750.00
E01000831,Bromley 021D,111000.00
E01000832,Bromley 030A,111000.00
E01000833,Bromley 021E,111000.00
E01000834,Bromley 027E,111000.00
E01000835,Bromley 030B,111000.00
E01000836,Bromley 030C,111000.00
E01000837,Bromley 030D,111000.00
E01000838,Bromley 030E,111000.00
E01000839,Bromley 030F,111000.00
E01000840,Bromley 030G,111000.00
E01000841,Bromley 030H,111000.00
E01032562,Bromley 040D,111000.00
E01032563,Bromley 040E,111250.00
E01032568,Bromley 041E,111250.00
E01032570,Bromley 042D,111497.50
E01000842,Camden 011A,111500.00
E01000843,Camden 014A,111500.00
E01000844,Camden 011B,111512.50
E01000845,Camden 014B,111995.00
E01000846,Camden 014C,112000.00
E01000847,Camden 014D,112000.00
E01000848,Camden 011C,112000.00
E01000849,Camden 011D,112000.00
E01000850,Camden 026A,112000.00
E01000851,Camden 026B,112000.00
E01000852,Camden 026C,112000.00
E01000853,Camden 025A,112000.00
E01000854,Camden 026D,112000.00
E01000855,Camden 028A,112000.00
E01000856,Camden 019A,112000.00
E01000857,Camden 018A,112000.00
E01000858,Camden 018B,112000.00
E01000859,Camden 018C,112250.00
E01000860,Camden 018D,112250.00
E01000861,Camden 019B,112450.00
E01000862,Camden 018E,112497.50
E01000863,Camden 021A,112500.00
E01000864,Camden 015A,112500.00
E01000865,Camden 015B,112500.00
E01000866,Camden 009A,112500.00
E01000867,Camden 015C,112500.00
E01000868,Camden 015D,112500.00
E01000869,Camden 015E,112500.00
E01000870,Camden 009B,112500.00
E01000871,Camden 005A,112622.50
E01000872,Camden 005B,112750.00
E01000873,Camden 005C,112750.00
E01000874,Camden 005D,112750.00
E01000875,Camden 013A,112900.00
E01000876,Camden 013B,112950.00
E01000877,Camden 005E,112950.00
E01000878,Camden 004A,112975.00
E01000879,Camden 004B,112997.50
E01000880,Camden 004C,113000.00
E01000881,Camden 008A,113000.00
E01000882,Camden 008B,113000.00
E01000883,Camden 008C,113000.00
E01000884,Camden 004D,113000.00
E01000885,Camden 004E,113000.00
E01000886,Camden 006A,113000.00
E01000887,Camden 006B,113000.00
E01000888,Camden 006C,113000.00
E01000889,Camden 007A,113000.00
E01000890,Camden 007B,113000.00
E01000891,Camden 007C,113000.00
E01000892,Camden 006D,113000.00
E01000893,Camden 002A,113375.00
E01000894,Camden 002B,113475.00
E01000895,Camden 002C,113500.00
E01000896,Camden 002D,113500.00
E01000897,Camden 008D,113500.00
E01000898,Camden 008E,113500.00
E01000899,Camden 002E,113500.00
E01000900,Camden 012A,113725.00
E01000901,Camden 007D,113725.00
E01000902,Camden 012B,113725.00
E01000903,Camden 006E,113750.00
E01000904,Camden 012C,113975.00
E01000905,Camden 012D,113995.00
E01000906,Camden 012E,113995.00
E01000907,Camden 001A,114000.00
E01000908,Camden 001B,114000.00
E01000909,Camden 001C,114000.00
E01000910,Camden 003A,114000.00
E01000911,Camden 003B,114000.00
E01000912,Camden 001D,114000.00
E01000913,Camden 001E,114000.00
E01000914,Camden 028B,114000.00
E01000915,Camden 027A,114000.00
E01000916,Camden 027B,114000.00
E01000917,Camden 027C,114000.00
E01000918,Camden 028C,114000.00
E01000919,Camden 028D,114000.00
E01000920,Camden 027D,114000.00
E01000921,Camden 003C,114000.00
E01000922,Camden 007E,114225.00
E01000923,Camden 003D,114250.00
E01000924,Camden 009C,114475.00
E01000925,Camden 009D,114500.00
E01000926,Camden 009E,114500.00
E01000927,Camden 007F,114500.00
E01000928,Camden 003E,114500.00
E01000929,Camden 020A,114500.00
E01000930,Camden 020B,114500.00
E01000931,Camden 013C,114500.00
E01000932,Camden 013D,114500.00
E01000933,Camden 020C,114500.00
E01000934,Camden 020D,114750.00
E01000935,Camden 020E,114750.00
E01000936,Camden 024A,114750.00
E01000937,Camden 025B,114975.00
E01000938,Camden 024B,114975.00
E01000939,Camden 024C,114995.00
E01000940,Camden 024D,115000.00
E01000941,Camden 025C,115000.00
E01000942,Camden 025D,115000.00
E01000943,Camden 025E,115000.00
E01000944,Camden 023A,115000.00
E01000945,Camden 023B,115000.00
E01000946,Camden 021B,115000.00
E01000947,Camden 021C,115000.00
E01000948,Camden 021D,115000.00
E01000949,Camden 023C,115000.00
E01000950,Camden 023D,115000.00
E01000951,Camden 023E,115000.00
E01000952,Camden 022A,115000.00
E01000953,Camden 022B,115000.00
E01000954,Camden 022C,115000.00
E01000955,Camden 022D,115000.00
E01000956,Camden 022E,115000.00
E01000957,Camden 019C,115000.00
E01000958,Camden 019D,115000.00
E01000959,Camden 019E,115000.00
E01000960,Camden 017A,115000.00
E01000961,Camden 017B,115000.00
E01000962,Camden 016A,115000.00
E01000963,Camden 017C,115000.00
E01000964,Camden 016B,115000.00
E01000965,Camden 016C,115000.00
E01000966,Camden 016D,115000.00
E01000967,Camden 017D,115000.00
E01000968,Camden 016E,115000.00
E01000969,Camden 010A,115000.00
E01000970,Camden 010B,115000.00
E01000971,Camden 010C,115000.00
E01000972,Camden 010D,115000.00
E01000973,Camden 010E,115000.00
E01000974,Camden 013E,115000.00
E01000975,Croydon 022A,115000.00
E01000976,Croydon 022B,115000.00
E01000977,Croydon 022C,115000.00
E01000978,Croydon 022D,115000.00
E01000979,Croydon 022E,115000.00
E01000980,Croydon 017A,115000.00
E01000981,Croydon 017B,115000.00
E01000982,Croydon 017C,115000.00
E01000983,Croydon 017D,115000.00
E01000984,Croydon 022F,115000.00
E01000985,Croydon 021A,115000.00
E01000986,Croydon 021B,115000.00
E01000987,Croydon 021C,115000.00
E01000989,Croydon 018A,115000.00
E01000990,Croydon 045A,115000.00
E01000991,Croydon 018B,115250.00
E01000992,Croydon 014A,115250.00
E01000993,Croydon 021D,115499.50
E01000994,Croydon 009A,115500.00
E01000995,Croydon 009B,115500.00
E01000996,Croydon 009C,115500.00
E01000997,Croydon 009D,115500.00
E01000998,Croydon 010A,115500.00
E01000999,Croydon 009E,115500.00
E01001000,Croydon 010B,115750.00
E01001001,Croydon 013A,115750.00
E01001002,Croydon 009F,115750.00
E01001003,Croydon 010C,115975.00
E01001004,Croydon 015A,115995.00
E01001005,Croydon 019A,115997.50
E01001006,Croydon 016A,116000.00
E01001007,Croydon 016B,116000.00
E01001008,Croydon 019B,116000.00
E01001009,Croydon 019C,116000.00
E01001010,Croydon 019D,116000.00
E01001011,Croydon 019E,116000.00
E01001012,Croydon 020A,116000.00
E01001013,Croydon 020B,116000.00
E01001014,Croydon 024A,116000.00
E01001015,Croydon 041A,116000.00
E01001016,Croydon 041B,116000.00
E01001017,Croydon 043A,116000.00
E01001018,Croydon 044A,116000.00
E01001019,Croydon 044B,116225.00
E01001020,Croydon 044C,116250.00
E01001021,Croydon 044D,116500.00
E01001022,Croydon 044E,116500.00
E01001023,Croydon 041C,116500.00
E01001024,Croydon 043B,116500.00
E01001025,Croydon 043C,116500.00
E01001026,Croydon 043D,116500.00
E01001027,Croydon 043E,116500.00
E01001028,Croydon 038A,116750.00
E01001029,Croydon 038B,116750.00
E01001030,Croydon 038C,116975.00
E01001031,Croydon 038D,116975.00
E01001032,Croydon 035A,117000.00
E01001033,Croydon 031A,117000.00
E01001034,Croydon 031B,117000.00
E01001035,Croydon 027A,117000.00
E01001036,Croydon 029A,117000.00
E01001037,Croydon 029B,117000.00
E01001038,Croydon 029C,117000.00
E01001039,Croydon 029D,117000.00
E01001040,Croydon 029E,117000.00
E01001041,Croydon 031C,117000.00
E01001042,Croydon 024B,117000.00
E01001043,Croydon 027B,117000.00
E01001044,Croydon 023A,117000.00
E01001045,Croydon 027C,117000.00
E01001046,Croydon 023B,117000.00
E01001047,Croydon 027D,117000.00
E01001048,Croydon 020C,117000.00
E01001049,Croydon 023C,117497.50
E01001050,Croydon 023D,117500.00
E01001051,Croydon 030A,117500.00
E01001052,Croydon 030B,117500.00
E01001053,Croydon 032A,117500.00
E01001054,Croydon 030C,117500.00
E01001055,Croydon 032B,117500.00
E01001056,Croydon 030D,117500.00
E01001057,Croydon 030E,117500.00
E01001058,Croydon 034A,117500.00
E01001059,Croydon 034B,117500.00
E01001060,Croydon 034C,117500.00
E01001061,Croydon 034D,117500.00
E01001062,Croydon 026A,117500.00
E01001063,Croydon 026B,117500.00
E01001064,Croydon 026C,117500.00
E01001065,Croydon 034E,117500.00
E01001066,Croydon 034F,117750.00
E01001067,Croydon 041D,117750.00
E01001068,Croydon 042A,117750.00
E01001069,Croydon 040A,117975.00
E01001070,Croydon 040B,117975.00
E01001071,Croydon 042B,117975.00
E01001072,Croydon 042C,117997.50
E01001073,Croydon 037A,118000.00
E01001074,Croydon 041E,118000.00
E01001075,Croydon 040C,118000.00
E01001076,Croydon 036A,118000.00
E01001077,Croydon 032C,118000.00
E01001078,Croydon 032D,118000.00
E01001079,Croydon 036B,118000.00
E01001080,Croydon 036C,118000.00
E01001081,Croydon 036D,118000.00
E01001082,Croydon 032E,118000.00
E01001083,Croydon 003A,118000.00
E01001084,Croydon 002A,118000.00
E01001085,Croydon 004A,118000.00
E01001086,Croydon 003B,118000.00
E01001087,Croydon 003C,118000.00
E01001088,Croydon 004B,118000.00
E01001089,Croydon 004C,118000.00
E01001090,Croydon 004D,118000.00
E01001091,Croydon 004E,118000.00
E01001092,Croydon 037B,118000.00
E01001093,Croydon 037C,118000.00
E01001094,Croydon 038E,118250.00
E01001095,Croydon 031D,118475.00
E01001096,Croydon 037D,118500.00
E01001097,Croydon 037E,118500.00
E01001098,Croydon 037F,118500.00
E01001099,Croydon 040D,118500.00
E01001100,Croydon 031E,118500.00
E01001101,Croydon 035B,118500.00
E01001102,Croydon 035C,118500.00
E01001103,Croydon 039A,118500.00
E01001104,Croydon 042D,118500.00
E01001105,Croydon 039B,118500.00
E01001106,Croydon 039C,118500.00
E01001107,Croydon 035D,118500.00
E01001108,Croydon 035E,118500.00
E01001109,Croydon 013B,118750.00
E01001110,Croydon 020D,118750.00
E01001111,Croydon 010D,118750.00
E01001112,Croydon 013C,118850.00
E01001113,Croydon 013D,119000.00
E01001114,Croydon 013E,119000.00
E01001115,Croydon 015B,119000.00
E01001116,Croydon 013F,119000.00
E01001117,Croydon 015C,119000.00
E01001118,Croydon 020E,119000.00
E01001119,Croydon 034G,119000.00
E01001120,Croydon 033A,119000.00
E01001121,Croydon 039D,119000.00
E01001122,Croydon 033B,119000.00
E01001123,Croydon 033C,119150.00
E01001124,Croydon 033D,119250.00
E01001125,Croydon 033E,119250.00
E01001126,Croydon 034H,119250.00
E01001127,Croydon 025A,119475.00
E01001128,Croydon 025B,119497.50
E01001129,Croydon 026D,119500.00
E01001130,Croydon 025C,119500.00
E01001131,Croydon 018C,119500.00
E01001132,Croydon 018D,119500.00
E01001133,Croydon 026E,119500.00
E01001134,Croydon 018E,119500.00
E01001135,Croydon 025D,119500.00
E01001136,Croydon 007A,119500.00
E01001137,Croydon 001A,119500.00
E01001138,Croydon 001B,119750.00
E01001139,Croydon 007B,119750.00
E01001140,Croydon 007C,119750.00
E01001141,Croydon 008A,119750.00
E01001142,Croydon 007D,119850.00
E01001143,Croydon 008B,119950.00
E01001144,Croydon 007E,119950.00
E01001145,Croydon 008C,119950.00
E01001146,Croydon 006A,119950.00
E01001147,Croydon 005A,119975.00
E01001148,Croydon 005B,119975.00
E01001149,Croydon 006B,119975.00
E01001150,Croydon 006C,119975.00
E01001151,Croydon 005C,119975.00
E01001152,Croydon 005D,119975.00
E01001153,Croydon 006D,119995.00
E01001154,Croydon 006E,119995.00
E01001155,Croydon 010E,119995.00
E01001156,Croydon 001C,119995.00
E01001157,Croydon 002B,119995.00
E01001158,Croydon 005E,120000.00
E01001159,Croydon 002C,120000.00
E01001160,Croydon 002D,120000.00
E01001161,Croydon 003D,120000.00
E01001162,Croydon 001D,120000.00
E01001163,Croydon 002E,120000.00
E01001164,Croydon 001E,120000.00
E01001165,Croydon 024C,120000.00
E01001166,Croydon 024D,120000.00
E01001167,Croydon 028A,120000.00
E01001168,Croydon 024E,120000.00
E01001169,Croydon 028B,120000.00
E01001170,Croydon 027E,120000.00
E01001171,Croydon 028C,120000.00
E01001172,Croydon 028D,120000.00
E01001173,Croydon 028E,120000.00
E01001174,Croydon 011A,120000.00
E01001175,Croydon 011B,120000.00
E01001176,Croydon 011C,120000.00
E01001177,Croydon 016C,120000.00
E01001178,Croydon 015D,120000.00
E01001179,Croydon 016D,120000.00
E01001180,Croydon 016E,120000.00
E01001181,Croydon 015E,120000.00
E01001182,Croydon 011D,120000.00
E01001183,Croydon 011E,120000.00
E01001184,Croydon 011F,120000.00
E01001185,Croydon 014B,120000.00
E01001186,Croydon 014C,120000.00
E01001187,Croydon 017E,120000.00
E01001188,Croydon 014D,120000.00
E01001189,Croydon 045B,120000.00
E01001190,Croydon 045C,120000.00
E01001191,Croydon 008D,120000.00
E01001192,Croydon 008E,120000.00
E01001193,Croydon 014E,120000.00
E01001194,Croydon 045D,120000.00
E01032569,Croydon 045E,120000.00
E01001195,Ealing 021A,120000.00
E01001196,Ealing 015A,120000.00
E01001197,Ealing 021B,120000.00
E01001198,Ealing 021C,120000.00
E01001199,Ealing 021D,120000.00
E01001200,Ealing 025A,120000.00
E01001201,Ealing 025B,120000.00
E01001202,Ealing 025C,120000.00
E01001203,Ealing 025D,120000.00
E01001204,Ealing 018A,120000.00
E01001205,Ealing 018B,120000.00
E01001206,Ealing 018C,120000.00
E01001207,Ealing 018D,120000.00
E01001208,Ealing 018E,120000.00
E01001209,Ealing 013A,120250.00
E01001210,Ealing 016A,120475.00
E01001211,Ealing 013B,120500.00
E01001212,Ealing 018F,120500.00
E01001213,Ealing 023A,120500.00
E01001214,Ealing 023B,120500.00
E01001215,Ealing 023C,120500.00
E01001216,Ealing 023D,120500.00
E01001217,Ealing 014A,120500.00
E01001218,Ealing 012A,120500.00
E01001219,Ealing 029A,120500.00
E01001220,Ealing 029B,120500.00
E01001221,Ealing 020A,120650.00
E01001222,Ealing 019A,120750.00
E01001223,Ealing 020B,120750.00
E01001224,Ealing 019B,120835.00
E01001225,Ealing 020C,120975.00
E01001226,Ealing 019C,120975.00
E01001227,Ealing 019D,120997.50
E01001228,Ealing 019E,121000.00
E01001229,Ealing 031A,121000.00
E01001230,Ealing 031B,121000.00
E01001231,Ealing 027A,121000.00
E01001232,Ealing 031C,121000.00
E01001233,Ealing 031D,121000.00
E01001234,Ealing 027B,121000.00
E01001235,Ealing 020D,121000.00
E01001236,Ealing 020E,121000.00
E01001237,Ealing 031E,121000.00
E01001238,Ealing 015B,121000.00
E01001239,Ealing 015C,121000.00
E01001240,Ealing 024A,121000.00
E01001241,Ealing 024B,121000.00
E01001242,Ealing 024C,121000.00
E01001243,Ealing 024D,121000.00
E01001244,Ealing 024E,121000.00
E01001245,Ealing 024F,121000.00
E01001246,Ealing 015D,121250.00
E01001247,Ealing 015E,121250.00
E01001248,Ealing 035A,121250.00
E01001249,Ealing 028A,121250.00
E01001250,Ealing 028B,121497.50
E01001251,Ealing 030A,121497.50
E01001252,Ealing 030B,121500.00
E01001253,Ealing 030C,121500.00
E01001254,Ealing 030D,121500.00
E01001255,Ealing 028C,121500.00
E01001257,Ealing 008A,121500.00
E01001258,Ealing 010B,121500.00
E01001259,Ealing 014B,121750.00
E01001260,Ealing 012B,121750.00
E01001261,Ealing 012C,122000.00
E01001262,Ealing 010C,122000.00
E01001263,Ealing 010D,122000.00
E01001264,Ealing 010E,122000.00
E01001265,Ealing 006A,122000.00
E01001266,Ealing 006B,122000.00
E01001267,Ealing 006C,122000.00
E01001268,Ealing 012D,122000.00
E01001269,Ealing 001A,122000.00
E01001270,Ealing 004A,122000.00
E01001271,Ealing 001B,122000.00
E01001272,Ealing 006D,122000.00
E01001273,Ealing 020F,122000.00
E01001274,Ealing 020G,122000.00
E01001275,Ealing 020H,122000.00
E01001276,Ealing 011A,122125.00
E01001277,Ealing 011B,122250.00
E01001278,Ealing 011C,122497.50
E01001279,Ealing 013C,122497.50
E01001280,Ealing 011D,122500.00
E01001281,Ealing 013D,122500.00
E01001282,Ealing 016B,122500.00
E01001283,Ealing 016C,122500.00
E01001284,Ealing 022A,122500.00
E01001285,Ealing 016D,122500.00
E01001286,Ealing 016E,122500.00
E01001287,Ealing 016F,122500.00
E01001288,Ealing 022B,122500.00
E01001289,Ealing 022C,122500.00
E01001290,Ealing 022D,122500.00
E01001291,Ealing 014C,122500.00
E01001292,Ealing 014D,122500.00
E01001293,Ealing 014E,122650.00
E01001294,Ealing 017A,122725.00
E01001295,Ealing 017B,122750.00
E01001296,Ealing 017C,122750.00
E01001297,Ealing 017D,122950.00
E01001298,Ealing 017E,122975.00
E01001299,Ealing 035B,122995.00
E01001300,Ealing 039A,123000.00
E01001301,Ealing 039B,123000.00
E01001302,Ealing 039C,123000.00
E01001303,Ealing 032A,123000.00
E01001304,Ealing 039D,123000.00
E01001305,Ealing 035C,123000.00
E01001306,Ealing 035D,123000.00
E01001307,Ealing 002A,123000.00
E01001308,Ealing 002B,123000.00
E01001309,Ealing 001C,123000.00
E01001310,Ealing 001D,123000.00
E01001311,Ealing 001E,123000.00
E01001312,Ealing 002C,123000.00
E01001313,Ealing 002D,123000.00
E01001314,Ealing 002E,123000.00
E01001315,Ealing 003A,123000.00
E01001316,Ealing 003B,123000.00
E01001317,Ealing 003C,123250.00
E01001318,Ealing 003D,123250.00
E01001319,Ealing 004B,123250.00
E01001320,Ealing 003E,123250.00
E01001321,Ealing 003F,123250.00
E01001322,Ealing 004C,123394.00
E01001323,Ealing 004D,123497.50
E01001324,Ealing 008B,123500.00
E01001325,Ealing 009A,123500.00
E01001326,Ealing 008C,123500.00
E01001327,Ealing 009B,123500.00
E01001328,Ealing 009C,123500.00
E01001329,Ealing 009D,123500.00
E01001330,Ealing 008D,123500.00
E01001331,Ealing 009E,123500.00
E01001332,Ealing 008E,123500.00
E01001333,Ealing 038A,123750.00
E01001334,Ealing 029C,123750.00
E01001335,Ealing 038B,123750.00
E01001336,Ealing 038C,123750.00
E01001337,Ealing 029D,123750.00
E01001338,Ealing 029E,123750.00
E01001339,Ealing 029F,123950.00
E01001340,Ealing 029G,123950.00
E01001341,Ealing 005A,124000.00
E01001342,Ealing 005B,124000.00
E01001343,Ealing 005C,124000.00
E01001344,Ealing 007A,124000.00
E01001345,Ealing 005D,124000.00
E01001346,Ealing 007B,124000.00
E01001347,Ealing 007C,124000.00
E01001348,Ealing 007D,124000.00
E01001349,Ealing 006E,124000.00
E01001350,Ealing 027C,124000.00
E01001351,Ealing 025E,124000.00
E01001352,Ealing 027D,124000.00
E01001353,Ealing 033A,124000.00
E01001354,Ealing 027E,124000.00
E01001355,Ealing 033B,124000.00
E01001356,Ealing 033C,124000.00
E01001357,Ealing 033D,124000.00
E01001358,Ealing 033E,124000.00
E01001359,Ealing 026A,124000.00
E01001360,Ealing 026B,124000.00
E01001361,Ealing 023E,124250.00
E01001362,Ealing 026C,124475.00
E01001363,Ealing 026D,124500.00
E01001364,Ealing 026E,124500.00
E01001365,Ealing 026F,124500.00
E01001366,Ealing 037A,124500.00
E01001367,Ealing 037B,124500.00
E01001368,Ealing 037C,124500.00
E01001369,Ealing 038D,124500.00
E01001370,Ealing 037D,124750.00
E01001371,Ealing 037E,124937.50
E01001372,Ealing 037F,124950.00
E01001373,Ealing 037G,124950.00
E01001374,Ealing 040A,124975.00
E01001375,Ealing 034A,124975.00
E01001376,Ealing 040B,124975.00
E01001377,Ealing 034B,124975.00
E01001379,Ealing 034C,124995.00
E01001380,Ealing 040C,125000.00
E01001381,Ealing 034D,125000.00
E01001382,Ealing 032B,125000.00
E01001383,Ealing 028D,125000.00
E01001384,Ealing 032C,125000.00
E01001385,Ealing 032D,125000.00
E01001386,Ealing 031F,125000.00
E01001387,Ealing 032E,125000.00
E01001388,Ealing 028E,125000.00
E01001389,Ealing 028F,125000.00
E01032572,Ealing 040D,125000.00
E01032743,Ealing 010F,125000.00
E01032744,Ealing 010G,125000.00
E01001390,Enfield 036A,125000.00
E01001391,Enfield 036B,125000.00
E01001392,Enfield 032A,125000.00
E01001393,Enfield 036C,125000.00
E01001394,Enfield 035A,125000.00
E01001395,Enfield 035B,125000.00
E01001396,Enfield 036D,125000.00
E01001397,Enfield 035C,125000.00
E01001398,Enfield 021A,125000.00
E01001399,Enfield 021B,125000.00
E01001400,Enfield 021C,125000.00
E01001401,Enfield 016A,125000.00
E01001402,Enfield 021D,125000.00
E01001403,Enfield 021E,125000.00
E01001404,Enfield 026A,125000.00
E01001405,Enfield 015A,125000.00
E01001406,Enfield 015B,125000.00
E01001407,Enfield 005A,125000.00
E01001408,Enfield 004A,125000.00
E01001409,Enfield 005B,125000.00
E01001410,Enfield 005C,125000.00
E01001411,Enfield 004B,125000.00
E01001412,Enfield 004C,125000.00
E01001413,Enfield 004D,125000.00
E01001414,Enfield 004E,125000.00
E01001415,Enfield 011A,125000.00
E01001416,Enfield 013A,125000.00
E01001417,Enfield 011B,125000.00
E01001418,Enfield 011C,125000.00
E01001419,Enfield 020A,125000.00
E01001420,Enfield 020B,125000.00
E01001421,Enfield 020C,125000.00
E01001422,Enfield 011D,125000.00
E01001423,Enfield 027A,125000.00
E01001424,Enfield 030A,125000.00
E01001425,Enfield 027B,125000.00
E01001426,Enfield 030B,125000.00
E01001427,Enfield 030C,125125.00
E01001428,Enfield 027C,125250.00
E01001429,Enfield 030D,125250.00
E01001430,Enfield 030E,125250.00
E01001431,Enfield 033A,125499.50
E01001432,Enfield 033B,125500.00
E01001433,Enfield 007A,125500.00
E01001434,Enfield 007B,125500.00
E01001435,Enfield 007C,125500.00
E01001436,Enfield 007D,125500.00
E01001437,Enfield 014A,125500.00
E01001438,Enfield 007E,125500.00
E01001439,Enfield 006A,125500.00
E01001440,Enfield 012A,125500.00
E01001441,Enfield 006B,125500.00
E01001442,Enfield 002A,125975.00
E01001444,Enfield 001A,125975.00
E01001445,Enfield 003B,125975.00
E01001446,Enfield 001B,125995.00
E01001447,Enfield 003C,125999.50
E01001448,Enfield 003D,126000.00
E01001449,Enfield 003E,126000.00
E01001450,Enfield 015C,126000.00
E01001451,Enfield 017A,126000.00
E01001452,Enfield 017B,126000.00
E01001453,Enfield 017C,126000.00
E01001454,Enfield 017D,126000.00
E01001455,Enfield 021F,126000.00
E01001456,Enfield 022A,126000.00
E01001457,Enfield 010A,126000.00
E01001458,Enfield 037A,126000.00
E01001459,Enfield 024A,126000.00
E01001460,Enfield 024B,126000.00
E01001461,Enfield 027D,126000.00
E01001462,Enfield 024C,126000.00
E01001463,Enfield 031A,126000.00
E01001464,Enfield 027E,126000.00
E01001465,Enfield 031B,126000.00
E01001466,Enfield 031C,126225.00
E01001467,Enfield 031D,126250.00
E01001468,Enfield 010B,126250.00
E01001469,Enfield 008A,126250.00
E01001470,Enfield 013B,126375.00
E01001471,Enfield 010C,126500.00
E01001472,Enfield 010D,126500.00
E01001473,Enfield 013C,126500.00
E01001474,Enfield 010E,126500.00
E01001475,Enfield 013D,126500.00
E01001476,Enfield 018A,126500.00
E01001477,Enfield 018B,126500.00
E01001478,Enfield 016B,126500.00
E01001479,Enfield 023A,126500.00
E01001480,Enfield 024D,126500.00
E01001481,Enfield 018C,126500.00
E01001482,Enfield 023B,126500.00
E01001483,Enfield 025A,126500.00
E01001484,Enfield 016C,126500.00
E01001485,Enfield 025B,126500.00
E01001486,Enfield 025C,126750.00
E01001487,Enfield 023C,126750.00
E01001488,Enfield 024E,126750.00
E01001489,Enfield 023D,126750.00
E01001491,Enfield 023E,126750.00
E01001492,Enfield 025E,126750.00
E01001493,Enfield 026B,126875.00
E01001494,Enfield 026C,126950.00
E01001495,Enfield 029A,126995.00
E01001496,Enfield 026D,126995.00
E01001497,Enfield 031E,126995.00
E01001498,Enfield 029B,127000.00
E01001499,Enfield 031F,127000.00
E01001500,Enfield 035D,127000.00
E01001501,Enfield 036E,127000.00
E01001502,Enfield 018D,127000.00
E01001503,Enfield 018E,127000.00
E01001504,Enfield 012B,127000.00
E01001505,Enfield 012C,127000.00
E01001506,Enfield 014B,127000.00
E01001507,Enfield 012D,127000.00
E01001508,Enfield 012E,127000.00
E01001509,Enfield 014C,127000.00
E01001510,Enfield 014D,127075.00
E01001511,Enfield 016D,127250.00
E01001512,Enfield 015D,127250.00
E01001513,Enfield 012F,127250.00
E01001514,Enfield 016E,127250.00
E01001515,Enfield 015E,127450.00
E01001516,Enfield 005D,127500.00
E01001517,Enfield 006C,127500.00
E01001518,Enfield 016F,127500.00
E01001519,Enfield 020D,127500.00
E01001520,Enfield 019A,127500.00
E01001521,Enfield 028A,127500.00
E01001522,Enfield 019B,127500.00
E01001523,Enfield 019C,127500.00
E01001524,Enfield 019D,127500.00
E01001525,Enfield 020E,127650.00
E01001526,Enfield 019E,127750.00
E01001527,Enfield 036F,127750.00
E01001528,Enfield 032B,127750.00
E01001529,Enfield 032C,127750.00
E01001530,Enfield 032D,127750.00
E01001531,Enfield 028B,127750.00
E01001532,Enfield 028C,127750.00
E01001533,Enfield 028D,127750.00
E01001534,Enfield 032E,127750.00
E01001535,Enfield 028E,127939.00
